Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-06-07 14:32:41:152396,42.4014,14465,28299,27180,2514
2018-06-07 14:32:41:252694,42.5015,11748,27537,16034,23100
2018-06-07 14:32:41:351954,42.6007,28744,2070,10642,9994
2018-06-07 14:32:41:452899,42.702,25121,15729,12942,5196
2018-06-07 14:32:41:551490,42.8006,6366,6220,10625,18320
2018-06-07 14:32:41:652399,42.9014,25718,13971,1539,12088
2018-06-07 14:32:41:753124,43.0022,20886,21897,17066,2214
2018-06-07 14:32:41:852837,43.1018,8980,22265,27051,10225
2018-06-07 14:32:41:951668,43.2007,5021,4614,30887,13058
2018-06-07 14:32:42:052530,43.3015,16680,8898,29893,16328
2018-06-07 14:32:42:152385,43.4012,4365,8176,24549,30282
2018-06-07 14:32:42:252223,43.5011,19486,10839,11839,19818
2018-06-07 14:32:42:352510,43.6014,10322,29194,6968,32454
2018-06-07 14:32:42:452616,43.7016,14846,14108,4009,2603
2018-06-07 14:32:42:552936,43.8018,15642,64,9379,18923
2018-06-07 14:32:42:651696,43.9007,15568,13461,29539,23727
2018-06-07 14:32:42:751927,44.0009,3924,27554,30088,13760
2018-06-07 14:32:42:852191,44.101,560,25341,8804,5714
2018-06-07 14:32:42:951521,44.2003,14836,17183,16049,32683
2018-06-07 14:32:43:052483,44.3015,3015,7203,27658,4927
2018-06-07 14:32:43:153072,44.402,28453,27257,20222,28350
2018-06-07 14:32:43:252053,44.501,27351,17534,26097,22147
2018-06-07 14:32:43:352018,44.6008,19101,18282,4703,14967
2018-06-07 14:32:43:451729,44.7007,14606,10431,19041,7636
2018-06-07 14:32:43:551849,44.8008,10815,123,32642,11908
2018-06-07 14:32:43:652454,44.9014,29911,25291,26945,11583
2018-06-07 14:32:43:752744,45.0017,9062,7133,24527,15963
2018-06-07 14:32:43:851537,45.1006,11599,13382,26389,27731
2018-06-07 14:32:43:952034,45.201,3677,25625,14770,13619
2018-06-07 14:32:44:052240,45.3013,19342,2308,7006,14008
2018-06-07 14:32:44:152692,45.4017,19654,21873,26070,12480
2018-06-07 14:32:44:251559,45.5005,11636,30567,21559,10351
2018-06-07 14:32:44:351814,45.6008,15189,25377,11921,18243
2018-06-07 14:32:44:453111,45.7019,20126,20502,6449,1006
2018-06-07 14:32:44:551602,45.8004,21422,7150,30091,20898
2018-06-07 14:32:44:652181,45.9011,5551,594,16449,4241
2018-06-07 14:32:44:752290,46.0013,17944,21628,8024,14640
2018-06-07 14:32:44:852651,46.1016,8469,14848,23634,15438
2018-06-07 14:32:44:951978,46.2009,6414,14646,6024,13564
2018-06-07 14:32:45:051591,46.3005,13411,3349,31035,14398
2018-06-07 14:32:45:151651,46.4007,5219,14800,2812,2694
2018-06-07 14:32:45:252896,46.5019,12577,30921,12421,13825
2018-06-07 14:32:45:352120,46.6011,1138,19100,20071,21240
2018-06-07 14:32:45:452426,46.7013,17089,26380,22654,29993
2018-06-07 14:32:45:552100,46.8009,12199,30879,18428,12874
2018-06-07 14:32:45:651952,46.9009,31791,32275,45,283
2018-06-07 14:32:45:752414,47.0012,19587,28199,950,23759
2018-06-07 14:32:45:852517,47.1014,27067,18416,27729,32404
2018-06-07 14:32:45:952775,47.2017,32068,15982,9079,19064
2018-06-07 14:32:46:052064,47.3008,21371,658,10414,13196
2018-06-07 14:32:46:152326,47.4011,3645,26489,8090,20964
2018-06-07 14:32:46:251796,47.5008,24321,15313,4469,464
2018-06-07 14:32:46:351400,47.6004,1339,31969,30997,2886
2018-06-07 14:32:46:452766,47.7017,17274,943,7690,18020
2018-06-07 14:32:46:552133,47.8009,12620,23440,29299,1469
2018-06-07 14:32:46:652295,47.9012,29513,18176,14737,11796
2018-06-07 14:32:46:753077,48.0022,13690,3186,9494,21880
2018-06-07 14:32:46:852260,48.1012,32175,6662,25353,31526
2018-06-07 14:32:46:951458,48.2004,23208,8239,5555,4979
2018-06-07 14:32:47:052143,48.3011,23122,5463,31201,5756
2018-06-07 14:32:47:152179,48.4012,9095,2699,25933,12524
2018-06-07 14:32:47:252432,48.5018,32419,14332,7660,21666
2018-06-07 14:32:47:352716,48.6015,29297,17293,23294,3485
2018-06-07 14:32:47:451701,48.7005,20313,30133,23791,29363
2018-06-07 14:32:47:552971,48.8018,5478,31310,30010,4967
2018-06-07 14:32:47:651962,48.9008,10828,23493,4670,12957
2018-06-07 14:32:47:751961,49.0009,27523,20231,18957,24960
2018-06-07 14:32:47:851983,49.101,32386,20351,13786,13050
2018-06-07 14:32:47:951962,49.2008,16528,30268,4542,10057
2018-06-07 14:32:48:052382,49.3014,29870,13716,30921,18143
2018-06-07 14:32:48:151729,49.4008,27726,3675,32555,4503
2018-06-07 14:32:48:251548,49.5004,4734,32111,15166,30698
2018-06-07 14:32:48:352809,49.6018,7766,18503,7746,196
2018-06-07 14:32:48:451606,49.7005,24372,23190,26534,5342
2018-06-07 14:32:48:552144,49.8011,15099,7144,2031,6955
2018-06-07 14:32:48:652250,49.9013,32763,15872,3377,14765
2018-06-07 14:32:48:752540,50.0013,26497,13210,18964,30384
2018-06-07 14:32:48:852029,50.1008,29259,11906,9609,4255
2018-06-07 14:32:48:952266,50.2017,3418,24456,9755,18979
2018-06-07 14:32:49:051854,50.3007,7195,2228,8459,1325
2018-06-07 14:32:49:152332,50.4012,2745,4174,694,18102
2018-06-07 14:32:49:251777,50.5007,25602,24482,18879,6600
2018-06-07 14:32:49:351871,50.6008,5008,17427,30025,26164
2018-06-07 14:32:49:452043,50.701,6899,1195,22643,19061
2018-06-07 14:32:49:552763,50.8016,28226,8689,2895,659
2018-06-07 14:32:49:652988,50.9019,15914,26029,26213,2514
2018-06-07 14:32:49:752370,51.0014,4751,31803,4895,19577
2018-06-07 14:32:49:852777,51.1024,12231,8882,14608,15145
2018-06-07 14:32:49:951963,51.2009,5472,18512,20206,26140
2018-06-07 14:32:50:053160,51.3021,28462,19296,28034,5383
2018-06-07 14:32:50:152425,51.4012,6108,12704,29767,9758
2018-06-07 14:32:50:252687,51.5015,13794,24799,31935,27425
2018-06-07 14:32:50:352719,51.6015,14578,24605,24005,6776
2018-06-07 14:32:50:452269,51.7012,8933,3268,24058,24312
2018-06-07 14:32:50:552751,51.8017,26306,11352,2861,22309
2018-06-07 14:32:50:652473,51.9014,29131,20160,7585,25823
2018-06-07 14:32:50:752693,52.0017,19736,30904,30625,12443
2018-06-07 14:32:50:853087,52.102,6289,5871,27097,26511
2018-06-07 14:32:50:952283,52.2013,14194,6561,3081,8747
2018-06-07 14:32:51:052316,52.3012,28188,20616,23445,3074
2018-06-07 14:32:51:152286,52.4011,28417,14408,29855,3336
2018-06-07 14:32:51:252121,52.5011,29279,31516,11972,25633
2018-06-07 14:32:51:352371,52.6014,18195,3193,25919,27813
2018-06-07 14:32:51:452666,52.7015,7209,24645,10803,12240
2018-06-07 14:32:51:552903,52.8017,17764,21107,21562,11336
2018-06-07 14:32:51:652979,52.9018,10129,8443,10647,11909
2018-06-07 14:32:51:753116,53.002,20568,16493,13958,26719
2018-06-07 14:32:51:852413,53.1012,17121,11822,6321,29787
2018-06-07 14:32:51:951918,53.2009,12001,9890,17574,9724
2018-06-07 14:32:52:051903,53.3007,21169,31607,17232,1581
2018-06-07 14:32:52:152743,53.4017,16480,12986,19914,27323
2018-06-07 14:32:52:251712,53.5008,4724,12354,3083,9145
2018-06-07 14:32:52:352276,53.6013,13093,25308,15952,12734
2018-06-07 14:32:52:452573,53.7013,29024,32033,3975,13077
2018-06-07 14:32:52:552807,53.8016,21835,18910,18279,17206
2018-06-07 14:32:52:652073,53.9009,29485,4694,30286,21834
2018-06-07 14:32:52:751676,54.0005,12124,7981,13346,28061
2018-06-07 14:32:52:851953,54.1008,22017,9803,9548,31102
2018-06-07 14:32:52:951878,54.2008,2723,16110,28685,23030
2018-06-07 14:32:53:052672,54.3017,4426,14319,20704,6775
2018-06-07 14:32:53:151936,54.4007,15503,16975,29928,17587
2018-06-07 14:32:53:252200,54.501,21974,21045,19414,15867
2018-06-07 14:32:53:352096,54.6009,7292,12263,19258,10499
2018-06-07 14:32:53:452777,54.7017,8734,18571,18153,4087
2018-06-07 14:32:53:552147,54.8011,13377,14515,6206,24430
2018-06-07 14:32:53:652156,54.9011,3109,5395,7385,27193
2018-06-07 14:32:53:751967,55.0009,24909,1450,25489,15109
2018-06-07 14:32:53:852145,55.1011,1033,12968,26931,12071
2018-06-07 14:32:53:952084,55.2009,3471,21260,29923,25144
2018-06-07 14:32:54:052425,55.3012,997,20717,30724,18181
2018-06-07 14:32:54:152678,55.4017,19230,16757,19135,25545
2018-06-07 14:32:54:252982,55.5019,27125,15585,20245,13200
2018-06-07 14:32:54:352217,55.6012,18886,6348,23558,25067
2018-06-07 14:32:54:451893,55.7008,23996,14724,30007,763
2018-06-07 14:32:54:552863,55.8018,31879,17955,1671,6425
2018-06-07 14:32:54:651876,55.9008,20190,27468,16524,8482
2018-06-07 14:32:54:752340,56.0015,21052,26307,30407,10674
2018-06-07 14:32:54:852607,56.1014,19430,22945,2472,1479
2018-06-07 14:32:54:952872,56.2017,6961,8444,19943,29158
2018-06-07 14:32:55:052400,56.3013,12160,16702,9591,15334
2018-06-07 14:32:55:152665,56.4015,3755,14784,12316,31879
2018-06-07 14:32:55:252049,56.501,27977,8051,7598,27638
2018-06-07 14:32:55:352310,56.6013,8588,29422,20401,19352
2018-06-07 14:32:55:452576,56.7016,17002,23732,30544,9884
2018-06-07 14:32:55:551838,56.8007,1338,18533,25079,31758
2018-06-07 14:32:55:652285,56.9011,11382,7119,24518,22938
2018-06-07 14:32:55:751505,57.0003,4344,23329,30554,30038
2018-06-07 14:32:55:852390,57.1015,24894,3567,28913,29212
2018-06-07 14:32:55:952655,57.2018,2580,4566,28980,1348
2018-06-07 14:32:56:052644,57.3015,10679,30508,7597,7209
2018-06-07 14:32:56:152912,57.4017,32466,15155,20415,17832
2018-06-07 14:32:56:253035,57.5019,3147,24950,23061,24060
2018-06-07 14:32:56:352223,57.6017,3575,5693,30125,5454
2018-06-07 14:32:56:452486,57.7014,3809,6545,31257,9992
2018-06-07 14:32:56:552699,57.8015,28845,18717,7750,10696
2018-06-07 14:32:56:651535,57.9004,4168,12611,2291,3077
2018-06-07 14:32:56:752683,58.0018,1029,30177,1188,21130
2018-06-07 14:32:56:852446,58.1013,21990,23297,22960,16513
2018-06-07 14:32:56:951935,58.2016,2543,2014,25019,2927
2018-06-07 14:32:57:052431,58.3014,14108,31425,13258,830
2018-06-07 14:32:57:152686,58.4016,18028,5677,9786,31897
2018-06-07 14:32:57:251917,58.5008,29848,90,975,2446
2018-06-07 14:32:57:352926,58.6019,18202,12172,29787,14053
2018-06-07 14:32:57:452997,58.7024,12609,25059,26354,7331
2018-06-07 14:32:57:553263,58.802,3285,22349,32357,11362
2018-06-07 14:32:57:652424,58.9012,16090,7548,22456,27109
2018-06-07 14:32:57:752754,59.0015,11386,28881,241,29826
2018-06-07 14:32:57:852664,59.1016,9217,20879,19537,3761
2018-06-07 14:32:57:951975,59.201,26745,7166,27088,10613
2018-06-07 14:32:58:052192,59.301,26476,20384,11943,7333
2018-06-07 14:32:58:151485,59.4003,1480,14974,5230,9055
2018-06-07 14:32:58:253198,59.5021,18456,871,32505,847
2018-06-07 14:32:58:352456,59.6013,1962,6982,27175,24772
2018-06-07 14:32:58:452073,59.7009,14716,16546,16859,18740
2018-06-07 14:32:58:551682,59.8006,30535,4392,15931,14506
2018-06-07 14:32:58:651729,59.9006,30116,5728,16297,2142
2018-06-07 14:32:58:752331,60.0013,6301,32141,30047,9433
2018-06-07 14:32:58:851663,60.1006,4045,11011,10441,25778
2018-06-07 14:32:58:952694,60.2017,22089,1834,4315,10897
2018-06-07 14:32:59:052555,60.3016,14184,11081,7787,18650
2018-06-07 14:32:59:152992,60.402,31865,6019,29940,19473
2018-06-07 14:32:59:252092,60.5009,25635,20888,4886,30045
2018-06-07 14:32:59:351882,60.6008,4181,23592,23957,14385
2018-06-07 14:32:59:451676,60.7007,27447,2579,17626,19967
2018-06-07 14:32:59:551930,60.8009,16858,27632,755,21438
2018-06-07 14:32:59:652199,60.901,17757,31271,22175,29136
2018-06-07 14:32:59:752106,61.0009,23121,21986,22305,23392
2018-06-07 14:32:59:852952,61.102,31287,19580,12496,16786
2018-06-07 14:32:59:952084,61.201,21996,31957,15327,463
2018-06-07 14:33:00:065386,61.3147,13296,7528,18961,9964
2018-06-07 14:33:00:152811,61.4016,3198,5787,5311,7967
2018-06-07 14:33:00:252297,61.5011,23632,22977,30665,26742
2018-06-07 14:33:00:352136,61.601,16673,1922,7438,20943
2018-06-07 14:33:00:452090,61.7011,13562,13533,32378,30015
2018-06-07 14:33:00:552762,61.8017,1094,16348,5357,29481
2018-06-07 14:33:00:651936,61.9009,4469,6387,10032,6157
2018-06-07 14:33:00:752721,62.0016,7194,23051,15328,10121
2018-06-07 14:33:00:852750,62.1017,19876,12632,1684,15912
2018-06-07 14:33:00:952295,62.2013,3946,13340,751,16443
2018-06-07 14:33:01:052990,62.3039,9898,1335,21557,8084
2018-06-07 14:33:01:152250,62.4011,22197,11391,22354,29839
2018-06-07 14:33:01:251513,62.5003,19658,19683,21159,13983
2018-06-07 14:33:01:352231,62.6011,19180,21160,24780,5177
2018-06-07 14:33:01:452579,62.7014,1677,18582,13267,3429
2018-06-07 14:33:01:551955,62.8009,30252,7380,16574,19446
2018-06-07 14:33:01:652461,62.9014,2522,21290,18093,1782
2018-06-07 14:33:01:752759,63.0017,29724,31501,784,16408
2018-06-07 14:33:01:852052,63.101,16688,6163,25317,23726
2018-06-07 14:33:01:952043,63.201,2700,16059,10209,26660
2018-06-07 14:33:02:052382,63.3016,12024,732,17648,1420
2018-06-07 14:33:02:152231,63.4012,18820,22624,6493,30323
2018-06-07 14:33:02:253043,63.502,31031,10547,26265,17681
2018-06-07 14:33:02:352431,63.6014,14540,17633,23784,30762
2018-06-07 14:33:02:452733,63.7017,23686,29112,15458,31619
2018-06-07 14:33:02:551988,63.8008,23897,15578,28492,11645
2018-06-07 14:33:02:651973,63.9008,30087,30075,20263,3932
2018-06-07 14:33:02:752263,64.0011,32755,3999,17523,28119
2018-06-07 14:33:02:851586,64.1004,10660,17910,16360,17332
2018-06-07 14:33:02:951859,64.2008,23858,21023,29750,20647
2018-06-07 14:33:03:052091,64.3011,29755,11199,12637,5884
2018-06-07 14:33:03:152804,64.4018,9935,12719,8256,19711
2018-06-07 14:33:03:251972,64.501,29791,24758,28024,30604
2018-06-07 14:33:03:352643,64.6016,9999,30451,25655,325
2018-06-07 14:33:03:452243,64.7012,12151,16093,19038,23987
2018-06-07 14:33:03:552347,64.8013,16773,24366,32459,19518
2018-06-07 14:33:03:652902,64.9017,13570,12094,26907,9415
2018-06-07 14:33:03:752288,65.0011,5006,19143,17407,3998
2018-06-07 14:33:03:852179,65.1011,21086,29005,12083,28535
2018-06-07 14:33:03:952639,65.2016,2257,22633,1349,11442
2018-06-07 14:33:04:052891,65.3031,31392,1040,18018,18652
2018-06-07 14:33:04:152676,65.4016,17275,28153,2562,26853
2018-06-07 14:33:04:252893,65.5019,22855,25701,14267,10457
2018-06-07 14:33:04:352152,65.6009,10830,14078,24173,7733
2018-06-07 14:33:04:452420,65.7012,12543,3044,21813,11531
2018-06-07 14:33:04:552775,65.8018,6199,381,14853,7749
2018-06-07 14:33:04:651843,65.9008,14714,16025,17497,30960
2018-06-07 14:33:04:752094,66.001,26596,29623,13846,19513
2018-06-07 14:33:04:851719,66.1011,32151,24940,18179,10795
2018-06-07 14:33:04:952437,66.2014,13036,13150,1424,24211
2018-06-07 14:33:05:051792,66.3008,14999,28721,2876,22807
2018-06-07 14:33:05:151927,66.4009,24400,23476,8466,14836
2018-06-07 14:33:05:252859,66.5018,17251,15316,2433,2995
2018-06-07 14:33:05:352026,66.601,2561,21143,25962,19687
2018-06-07 14:33:05:452900,66.702,10182,3004,31848,20218
2018-06-07 14:33:05:552270,66.8012,22738,22381,29074,18544
2018-06-07 14:33:05:651893,66.9009,20093,29322,7055,17555
2018-06-07 14:33:05:752498,67.0014,29398,20224,17936,6774
2018-06-07 14:33:05:852759,67.1016,16385,20360,17656,19854
2018-06-07 14:33:05:952192,67.201,7457,11537,23580,30125
2018-06-07 14:33:06:052499,67.3015,26662,11527,22851,13583
2018-06-07 14:33:06:152776,67.4017,20242,8811,2417,27479
2018-06-07 14:33:06:252155,67.5011,28719,13067,28391,24503
2018-06-07 14:33:06:352397,67.6014,28446,15486,24713,4558
2018-06-07 14:33:06:452316,67.7014,16111,14260,32471,29179
2018-06-07 14:33:06:552488,67.8014,2003,1390,12577,7032
2018-06-07 14:33:06:652257,67.9013,23596,12169,847,12601
2018-06-07 14:33:06:752284,68.0012,2202,28499,14378,14017
2018-06-07 14:33:06:852580,68.1015,19636,29234,22173,4562
2018-06-07 14:33:06:951891,68.2007,28824,14389,1190,8243
2018-06-07 14:33:07:052083,68.3011,10308,9629,12084,28026
2018-06-07 14:33:07:152334,68.4013,31235,3460,5019,6278
2018-06-07 14:33:07:251935,68.5009,12036,23303,10041,25132
2018-06-07 14:33:07:351941,68.6009,22178,3260,1376,9103
2018-06-07 14:33:07:452192,68.701,8185,15245,6362,27285
2018-06-07 14:33:07:552405,68.8013,19126,8885,21589,28515
2018-06-07 14:33:07:652368,68.9014,13495,12011,30010,15759
2018-06-07 14:33:07:752918,69.0021,11264,7391,16413,28371
2018-06-07 14:33:07:851866,69.1008,9423,3098,29030,3923
2018-06-07 14:33:07:952153,69.201,10060,6477,22898,6804
2018-06-07 14:33:08:052522,69.3014,25524,9707,20660,11928
2018-06-07 14:33:08:152848,69.4021,19500,21670,11930,10192
2018-06-07 14:33:08:251612,69.5005,6497,22900,23761,3468
2018-06-07 14:33:08:351565,69.6005,12153,4240,12757,25168
2018-06-07 14:33:08:452401,69.7013,24395,1132,32038,4956
2018-06-07 14:33:08:552774,69.8019,4338,12600,1528,15158
2018-06-07 14:33:08:652685,69.9018,25623,25017,26963,23164
2018-06-07 14:33:08:751448,70.0005,12782,9031,19340,12860
2018-06-07 14:33:08:852732,70.1017,20726,15360,13921,29915
2018-06-07 14:33:08:951996,70.201,15179,23709,8303,13710
2018-06-07 14:33:09:052258,70.3011,27840,23835,19253,14821
2018-06-07 14:33:09:151953,70.4007,17623,25629,28230,26412
2018-06-07 14:33:09:252514,70.5017,30316,6644,31869,18711
2018-06-07 14:33:09:352147,70.6011,16723,20596,7375,16448
2018-06-07 14:33:09:451491,70.7005,9398,5881,10873,8411
2018-06-07 14:33:09:552752,70.8022,31502,15984,21822,29256
2018-06-07 14:33:09:651926,70.9009,3895,13747,2681,11682
2018-06-07 14:33:09:752347,71.0013,3549,21298,30014,2542
2018-06-07 14:33:09:852613,71.1016,19249,2530,7990,11879
2018-06-07 14:33:09:952624,71.2017,16301,13404,28933,2235
2018-06-07 14:33:10:051890,71.3014,22539,31728,8038,14477
2018-06-07 14:33:10:152187,71.401,7139,28824,32388,2282
2018-06-07 14:33:10:252597,71.5016,29693,22459,176,20293
2018-06-07 14:33:10:352837,71.6019,9682,9467,18330,16587
2018-06-07 14:33:10:452186,71.7012,21397,7573,17060,23641
2018-06-07 14:33:10:552451,71.8014,1574,19741,16960,10104
2018-06-07 14:33:10:652717,71.9016,13850,25740,26299,21817
2018-06-07 14:33:10:752582,72.0014,15305,26603,13415,5688
2018-06-07 14:33:10:851807,72.1007,9415,17981,20609,302
2018-06-07 14:33:10:951656,72.201,31373,665,10756,11732
2018-06-07 14:33:11:052557,72.3016,17058,22920,19769,29882
2018-06-07 14:33:11:152000,72.401,24979,32734,19477,20827
2018-06-07 14:33:11:252273,72.5012,31477,18173,28757,12686
2018-06-07 14:33:11:352203,72.601,26772,27533,26501,7361
2018-06-07 14:33:11:452596,72.7017,17906,2513,31149,1621
2018-06-07 14:33:11:551987,72.8009,27674,12630,11613,26368
2018-06-07 14:33:11:652507,72.9015,1470,12487,7769,16808
2018-06-07 14:33:11:752091,73.0011,30257,23734,13225,14481
2018-06-07 14:33:11:852236,73.1012,4850,23075,21487,16934
2018-06-07 14:33:11:952500,73.2016,26088,9538,28090,1755
2018-06-07 14:33:12:052301,73.3013,21929,17421,24876,30177
2018-06-07 14:33:12:152584,73.4015,8081,7392,12011,22420
2018-06-07 14:33:12:252831,73.5016,10122,27502,9857,6131
2018-06-07 14:33:12:352341,73.6011,21843,30748,14785,3030
2018-06-07 14:33:12:453363,73.7032,5943,20820,9616,8731
2018-06-07 14:33:12:552995,73.8019,6570,29676,2449,19100
2018-06-07 14:33:12:651888,73.9008,10053,4896,14436,11425
2018-06-07 14:33:12:752312,74.0014,23202,13194,9882,13893
2018-06-07 14:33:12:852570,74.1017,27616,28076,26147,1493
2018-06-07 14:33:12:952739,74.2017,10966,2451,17975,15670
2018-06-07 14:33:13:052389,74.3018,12936,7874,4330,18143
2018-06-07 14:33:13:152433,74.4014,27600,24080,11571,26064
2018-06-07 14:33:13:252688,74.502,10433,32690,5639,22420
2018-06-07 14:33:13:351684,74.6008,13371,4459,22132,11278
2018-06-07 14:33:13:452257,74.7011,5503,26845,25620,17665
2018-06-07 14:33:13:552332,74.8014,4956,5797,30041,27395
2018-06-07 14:33:13:652838,74.9019,9884,14189,17283,11189
2018-06-07 14:33:13:752100,75.001,1603,11241,21140,20343
2018-06-07 14:33:13:852370,75.1012,17992,30246,2253,9062
2018-06-07 14:33:13:952322,75.2012,32035,16680,15291,20068
2018-06-07 14:33:14:052226,75.3036,10516,17840,26775,104
2018-06-07 14:33:14:152536,75.4015,11058,25188,24685,27538
2018-06-07 14:33:14:252842,75.5019,16312,15123,26011,22859
2018-06-07 14:33:14:352266,75.6014,20780,2069,18987,11287
2018-06-07 14:33:14:452546,75.7014,5461,23778,11176,25898
2018-06-07 14:33:14:552206,75.801,20909,28596,11327,22372
2018-06-07 14:33:14:652243,75.9012,30216,26619,18736,31670
2018-06-07 14:33:14:752315,76.0012,16683,21700,23015,19663
2018-06-07 14:33:14:852270,76.1018,4818,30168,6371,6953
2018-06-07 14:33:14:957548,76.2069,27746,28087,14005,1546
2018-06-07 14:33:15:051511,76.3004,9433,18149,28176,14824
2018-06-07 14:33:15:151981,76.4008,23331,12877,31140,22519
2018-06-07 14:33:15:252497,76.5019,4883,1395,30403,12289
2018-06-07 14:33:15:352978,76.602,2741,2447,16989,29690
2018-06-07 14:33:15:452261,76.7011,23752,22543,7297,5669
2018-06-07 14:33:15:552170,76.801,2257,16459,6306,22932
2018-06-07 14:33:15:652116,76.9011,30757,25505,5391,19452
2018-06-07 14:33:15:752114,77.0011,26430,7340,25559,23695
2018-06-07 14:33:15:852430,77.1014,3249,18228,7284,14522
2018-06-07 14:33:15:952596,77.2027,10270,15753,11361,13084
2018-06-07 14:33:16:051619,77.3006,30052,29885,31628,31547
2018-06-07 14:33:16:152061,77.401,27881,27888,20641,1285
2018-06-07 14:33:16:252679,77.5017,4876,1459,19178,6426
2018-06-07 14:33:16:351411,77.6004,28210,8110,13248,2990
2018-06-07 14:33:16:452148,77.7011,22920,6420,5750,14038
2018-06-07 14:33:16:552537,77.8016,2392,30288,8465,6471
2018-06-07 14:33:16:652029,77.9039,15096,23949,19193,21448
2018-06-07 14:33:16:752292,78.0011,7343,8692,1070,1878
2018-06-07 14:33:16:851710,78.1005,31427,16687,26773,16486
2018-06-07 14:33:16:966025,78.2152,5087,18074,15510,425
2018-06-07 14:33:17:152525,78.4014,16993,8500,15057,16127
2018-06-07 14:33:17:252670,78.5015,28885,630,334,19380
2018-06-07 14:33:17:352147,78.6014,17631,6290,2831,28618
2018-06-07 14:33:17:451387,78.7004,6356,11438,20637,9239
2018-06-07 14:33:17:552646,78.8016,8642,4720,3596,12022
2018-06-07 14:33:17:651907,78.9007,6523,24849,21380,24793
2018-06-07 14:33:17:751832,79.0007,17711,735,9638,3348
2018-06-07 14:33:17:855013,79.1046,9825,31834,23917,23416
2018-06-07 14:33:17:952047,79.201,12586,8622,12153,20603
2018-06-07 14:33:18:052242,79.3015,31767,19312,30304,17004
2018-06-07 14:33:18:152394,79.4014,24990,2416,23497,5159
2018-06-07 14:33:18:252340,79.5016,28028,28131,12044,20638
2018-06-07 14:33:18:351603,79.6004,18304,10707,18075,30991
2018-06-07 14:33:18:452070,79.7009,1358,16838,12434,19165
2018-06-07 14:33:18:551975,79.8014,17714,8484,6762,20435
2018-06-07 14:33:18:651991,79.9041,16183,14669,18117,19420
2018-06-07 14:33:18:752255,80.0012,26921,28959,27967,31648
2018-06-07 14:33:18:851580,80.1005,26168,19161,9140,2156
2018-06-07 14:33:18:952384,80.2014,2024,6653,24020,27446
2018-06-07 14:33:19:052472,80.3015,27841,17049,20261,5813
2018-06-07 14:33:19:152347,80.4023,22732,22040,3411,25054
2018-06-07 14:33:19:252456,80.5014,26101,24750,20402,31500
2018-06-07 14:33:19:352060,80.6017,22482,11600,12885,5237
2018-06-07 14:33:19:452160,80.7017,10471,16004,1936,20745
2018-06-07 14:33:19:552917,80.8018,11556,4820,11399,21432
2018-06-07 14:33:19:653183,80.9022,31248,9982,25510,17152
2018-06-07 14:33:19:752448,81.0019,9298,8140,22938,27827
2018-06-07 14:33:19:852712,81.1015,27651,29747,4921,15979
2018-06-07 14:33:19:952762,81.2017,14819,22577,28289,3904
2018-06-07 14:33:20:057272,81.3062,28789,25982,23794,14389
2018-06-07 14:33:20:152523,81.4015,29339,9507,23447,21568
2018-06-07 14:33:20:252922,81.5021,27521,13037,32067,32008
2018-06-07 14:33:20:351929,81.601,3891,544,3761,22872
2018-06-07 14:33:20:452096,81.7012,961,259,26501,10656
2018-06-07 14:33:20:552359,81.8018,13429,7607,7944,30213
2018-06-07 14:33:20:652322,81.9017,22514,224,9717,24744
2018-06-07 14:33:20:752591,82.0015,13622,15392,25324,1567
2018-06-07 14:33:20:853080,82.1034,26831,1690,13654,18301
2018-06-07 14:33:20:952343,82.202,32279,27689,1119,28058
2018-06-07 14:33:21:052608,82.3014,7453,19310,11356,12682
2018-06-07 14:33:21:152875,82.4018,135,31380,31119,1888
2018-06-07 14:33:21:252153,82.5011,6845,25252,12679,28835
2018-06-07 14:33:21:352501,82.6014,19790,17937,23760,30244
2018-06-07 14:33:21:452045,82.701,12300,27543,778,28564
2018-06-07 14:33:21:552334,82.8013,26828,30367,28573,19502
2018-06-07 14:33:21:651780,82.9008,26516,5427,15817,25755
2018-06-07 14:33:21:752297,83.0013,10524,22692,4119,29823
2018-06-07 14:33:21:852032,83.1012,17982,18749,5490,7384
2018-06-07 14:33:21:952368,83.2013,3313,5979,2942,12530
2018-06-07 14:33:22:051620,83.305,27586,29873,1495,3230
2018-06-07 14:33:22:152326,83.4013,19123,11009,4832,7054
2018-06-07 14:33:22:252235,83.5011,31962,29826,23261,30901
2018-06-07 14:33:22:352733,83.6029,26648,20269,3525,17787
2018-06-07 14:33:22:451879,83.7009,17917,27282,1655,21910
2018-06-07 14:33:22:552480,83.8014,22100,18452,2175,1072
2018-06-07 14:33:22:652089,83.9013,14667,28426,9794,11888
2018-06-07 14:33:22:752353,84.0011,30760,29308,5281,889
2018-06-07 14:33:22:852218,84.101,3554,21818,5574,16829
2018-06-07 14:33:22:952771,84.2069,28044,29271,20500,2129
2018-06-07 14:33:23:051708,84.3012,29440,18829,28670,9155
2018-06-07 14:33:23:151973,84.4008,22935,10713,153,23955
2018-06-07 14:33:23:251914,84.5009,23445,25410,3346,18491
2018-06-07 14:33:23:352204,84.6012,15893,17658,5121,15232
2018-06-07 14:33:23:452000,84.7011,13132,4635,1007,25463
2018-06-07 14:33:23:552190,84.8013,22270,17236,28023,8441
2018-06-07 14:33:23:652414,84.9014,30870,24965,15993,13693
2018-06-07 14:33:23:752131,85.0011,8605,26612,20265,23654
